samling_nid,samling_tittel,lenketekst,href,format,maal_nid,maal_type,maal_publisert,finnes
19389,Tipsliste favorittleker,Dodgeball switch,https://trivselsleder.no/dodgeball-switch,full-adresse,1118,game,ja,ja
19389,Tipsliste favorittleker,Bytt hus,https://trivselsleder.no/bytt-hus,full-adresse,17746,game,ja,ja
19389,Tipsliste favorittleker,Cowboyen,https://trivselsleder.no/cowboyen,full-adresse,1100,game,ja,ja
19389,Tipsliste favorittleker,Silent escape,https://trivselsleder.no/silent-escape,full-adresse,1060,game,ja,ja
19389,Tipsliste favorittleker,Erobreren,https://trivselsleder.no/erobreren,full-adresse,1119,game,ja,ja
19389,Tipsliste favorittleker,Ekornsisten,https://trivselsleder.no/ekornsisten,full-adresse,1247,game,ja,ja
19389,Tipsliste favorittleker,Bulldog,https://trivselsleder.no/bulldog,full-adresse,1353,game,ja,ja
19389,Tipsliste favorittleker,Yoshi,https://trivselsleder.no/yoshi,full-adresse,1058,game,ja,ja
19389,Tipsliste favorittleker,Gamechanger,https://trivselsleder.no/gamechanger,full-adresse,13658,game,ja,ja
19389,Tipsliste favorittleker,Selfiesisten,https://trivselsleder.no/selfiesisten,full-adresse,16213,game,ja,ja
19389,Tipsliste favorittleker,Krysset,https://trivselsleder.no/krysset,full-adresse,13662,game,ja,ja
19389,Tipsliste favorittleker,"Stein, saks, papir-runden",https://trivselsleder.no/stein-saks-papir-runden-1,full-adresse,13661,game,nei,ja
19389,Tipsliste favorittleker,King of the ring,https://trivselsleder.no/king-ring,full-adresse,1146,game,ja,ja
19389,Tipsliste favorittleker,Zombie,https://trivselsleder.no/zombie,full-adresse,1177,game,ja,ja
19389,Tipsliste favorittleker,Snørrmonsteret,https://trivselsleder.no/snorrmonsteret,full-adresse,1059,game,ja,ja
19389,Tipsliste favorittleker,Skattejakt,https://trivselsleder.no/skattejakt,full-adresse,1069,game,ja,ja
19389,Tipsliste favorittleker,Parstikkball,https://trivselsleder.no/parstikkball,full-adresse,1221,game,ja,ja
19389,Tipsliste favorittleker,Supermusa,https://trivselsleder.no/supermusa,full-adresse,13623,game,ja,ja
19389,Tipsliste favorittleker,Yeti,https://trivselsleder.no/yeti,full-adresse,1075,game,ja,ja
19389,Tipsliste favorittleker,Rockehuset,https://trivselsleder.no/rockehuset,full-adresse,1094,game,ja,ja
19389,Tipsliste favorittleker,Butterflynett,https://trivselsleder.no/butterflynett,full-adresse,1255,game,ja,ja
19389,Tipsliste favorittleker,Soppball,https://trivselsleder.no/soppball,full-adresse,8858,game,ja,ja
19389,Tipsliste favorittleker,Klokka / klokken,https://trivselsleder.no/klokka-klokken,full-adresse,13632,game,ja,ja
19389,Tipsliste favorittleker,Kjeglevinnerne,https://trivselsleder.no/kjeglevinnerne,full-adresse,10126,game,ja,ja
19696,Tipsliste leker for 100+ elever,marielle@trivselsleder.no,mailto:marielle@trivselsleder.no?subject=Leker%20for%20100%2B%20elever,pen-adresse,,finnes_ikke,,nei
19696,Tipsliste leker for 100+ elever,Brennende lavastein,https://trivselsleder.no/brennende-lavastein,full-adresse,1135,game,ja,ja
19696,Tipsliste leker for 100+ elever,Bulldog,https://trivselsleder.no/bulldog,full-adresse,1353,game,ja,ja
19696,Tipsliste leker for 100+ elever,Samurai,https://trivselsleder.no/samurai,full-adresse,1048,game,ja,ja
19696,Tipsliste leker for 100+ elever,TL-dans,https://trivselsleder.no/tl-dans,full-adresse,,finnes_ikke,,nei
19696,Tipsliste leker for 100+ elever,Rockehuset,https://trivselsleder.no/rockehuset,full-adresse,1094,game,ja,ja
19696,Tipsliste leker for 100+ elever,Indiana Jones,https://trivselsleder.no/indiana-jones,full-adresse,1356,game,ja,ja
19696,Tipsliste leker for 100+ elever,Alle mot alle,https://trivselsleder.no/alle-mot-alle-0,full-adresse,13659,game,ja,ja
19696,Tipsliste leker for 100+ elever,To tårn,https://trivselsleder.no/tarn,full-adresse,5132,game,ja,ja
19696,Tipsliste leker for 100+ elever,Erobreren,https://trivselsleder.no/erobreren,full-adresse,1119,game,ja,ja
19696,Tipsliste leker for 100+ elever,Lærerne knuser kidsa,https://trivselsleder.no/laererne-knuser-kidsa,full-adresse,1051,game,ja,ja
19696,Tipsliste leker for 100+ elever,Bytt hus,https://trivselsleder.no/bytt-hus,full-adresse,17746,game,ja,ja
19696,Tipsliste leker for 100+ elever,Heia Heidi,https://trivselsleder.no/heia-heidi,full-adresse,1064,game,ja,ja
19696,Tipsliste leker for 100+ elever,Kjeglevinnerne,https://trivselsleder.no/kjeglevinnerne,full-adresse,10126,game,ja,ja
19696,Tipsliste leker for 100+ elever,Yeti,https://trivselsleder.no/yeti,full-adresse,1075,game,ja,ja
19696,Tipsliste leker for 100+ elever,Hauk og due,https://trivselsleder.no/hauk-og-due,full-adresse,2729,game,ja,ja
19696,Tipsliste leker for 100+ elever,Pirates of the Caribbean,https://trivselsleder.no/pirates-caribbean,full-adresse,1688,game,ja,ja
19696,Tipsliste leker for 100+ elever,Soppball,https://trivselsleder.no/soppball,full-adresse,8858,game,ja,ja
19696,Tipsliste leker for 100+ elever,Pelikan og pingvin,https://trivselsleder.no/pelikan-og-pingvin,full-adresse,1114,game,ja,ja
19696,Tipsliste leker for 100+ elever,"Stein, saks, papir-runden",https://trivselsleder.no/stein-saks-papir-runden-1,full-adresse,13661,game,nei,ja
19696,Tipsliste leker for 100+ elever,Dodgeball,https://trivselsleder.no/dodgeball,full-adresse,1242,game,ja,ja
19696,Tipsliste leker for 100+ elever,Krokodille- og myggsisten,https://trivselsleder.no/krokodille-og-myggsisten,full-adresse,20068,game,ja,ja
19696,Tipsliste leker for 100+ elever,Nummerleken,https://trivselsleder.no/nummerleken,full-adresse,1693,game,ja,ja
19696,Tipsliste leker for 100+ elever,Stikkball,https://trivselsleder.no/stikkball,full-adresse,1348,game,ja,ja
19696,Tipsliste leker for 100+ elever,15-leken,https://trivselsleder.no/15-leken,full-adresse,1093,game,ja,ja
19696,Tipsliste leker for 100+ elever,Minuttball,https://trivselsleder.no/minuttball,full-adresse,1226,game,ja,ja
19696,Tipsliste leker for 100+ elever,Amøbe,https://trivselsleder.no/amobe,full-adresse,1165,game,ja,ja
19696,Tipsliste leker for 100+ elever,Hentestafett,https://trivselsleder.no/hentestafett,full-adresse,2762,game,ja,ja
19390,Tipsliste sosial kompetanse,Bingo - skolestart,https://trivselsleder.no/bingo-skolestart-0,full-adresse,11593,game,ja,ja
19390,Tipsliste sosial kompetanse,Piloten,http://Piloten,ekstern,,ekstern,,nei
19390,Tipsliste sosial kompetanse,Heia Heidi,https://trivselsleder.no/heia-heidi,full-adresse,1064,game,ja,ja
19390,Tipsliste sosial kompetanse,Sjiraffen,https://trivselsleder.no/sjiraffen,full-adresse,1054,game,ja,ja
19390,Tipsliste sosial kompetanse,Samarbeid,https://trivselsleder.no/samarbeid,full-adresse,1394,game,ja,ja
19390,Tipsliste sosial kompetanse,Dance monkey,https://trivselsleder.no/dance-monkey,full-adresse,3940,game,ja,ja
19390,Tipsliste sosial kompetanse,Ta den ring og la den vandre,https://trivselsleder.no/ta-den-ring-og-la-den-vandre,full-adresse,2876,game,ja,ja
19390,Tipsliste sosial kompetanse,Ballongdansen,http://Ballongdansen,ekstern,,ekstern,,nei
19390,Tipsliste sosial kompetanse,Kortspill,https://trivselsleder.no/kortspill,full-adresse,2907,game,ja,ja
19390,Tipsliste sosial kompetanse,Gi bort!,https://trivselsleder.no/gi-bort,full-adresse,2911,game,ja,ja
19390,Tipsliste sosial kompetanse,Kreativ lek,https://trivselsleder.no/kreativ-lek,full-adresse,1461,game,ja,ja
19390,Tipsliste sosial kompetanse,Silly walk,https://trivselsleder.no/silly-walk,full-adresse,1469,game,ja,ja
19390,Tipsliste sosial kompetanse,Panter´n,https://trivselsleder.no/pantern,full-adresse,1465,game,ja,ja
19390,Tipsliste sosial kompetanse,Hanois tårn,https://trivselsleder.no/hanois-tarn,full-adresse,1096,game,ja,ja
19390,Tipsliste sosial kompetanse,Kjeglevinnerne,https://trivselsleder.no/kjeglevinnerne,full-adresse,10126,game,ja,ja
19390,Tipsliste sosial kompetanse,Stigespill på bakken,https://trivselsleder.no/stigespill-pa-bakken,full-adresse,2912,game,ja,ja
19390,Tipsliste sosial kompetanse,Rubiks matte,https://trivselsleder.no/rubiks-matte,full-adresse,1685,game,ja,ja
19390,Tipsliste sosial kompetanse,Beveg deg som,https://trivselsleder.no/beveg-deg-som,full-adresse,2272,game,ja,ja
19390,Tipsliste sosial kompetanse,Bevegelsesmemory,https://trivselsleder.no/bevegelsesmemory,full-adresse,1141,game,ja,ja
19390,Tipsliste sosial kompetanse,Indiana Jones,https://trivselsleder.no/indiana-jones,full-adresse,1356,game,ja,ja
19390,Tipsliste sosial kompetanse,Former,https://trivselsleder.no/former,full-adresse,2263,game,ja,ja
19390,Tipsliste sosial kompetanse,High five,https://trivselsleder.no/high-five,full-adresse,10582,game,ja,ja
19390,Tipsliste sosial kompetanse,Dirigenten,https://trivselsleder.no/dirigenten,full-adresse,1260,game,ja,ja
19390,Tipsliste sosial kompetanse,Elgen velger,https://trivselsleder.no/elgen-velger,full-adresse,2271,game,ja,ja
19390,Tipsliste sosial kompetanse,Gjett ordet,https://trivselsleder.no/gjett-ordet,full-adresse,18438,game,ja,ja
19390,Tipsliste sosial kompetanse,Popcorn,https://trivselsleder.no/popcorn,full-adresse,17073,game,ja,ja
19390,Tipsliste sosial kompetanse,Hei! Hello! Hallo!,https://trivselsleder.no/hei-hello-hallo,full-adresse,18397,game,ja,ja
18372,Julekalender 2025 - alle luker med video,"Boom, klapp, snapp",https://trivselsleder.no/boom-klapp-snapp,full-adresse,16579,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Koden,https://trivselsleder.no/koden,full-adresse,9663,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Hei! Hello! Hallo!,https://trivselsleder.no/hei-hello-hallo,full-adresse,18397,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Feil farge!,https://trivselsleder.no/feil-farge,full-adresse,18398,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Hodepine,https://trivselsleder.no/hodepine,full-adresse,18406,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Viskelærsisten,https://trivselsleder.no/viskelaersisten,full-adresse,16775,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Fotsignaturen,https://trivselsleder.no/fotsignaturen,full-adresse,18407,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Popcorn,https://trivselsleder.no/popcorn,full-adresse,17073,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Klappen går,https://trivselsleder.no/klappen-gar,full-adresse,18408,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Kontorpingis,https://trivselsleder.no/kontorpingis,full-adresse,18411,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Lynpennen,https://trivselsleder.no/lynpennen,full-adresse,18413,game,ja,ja
18372,Julekalender 2025 - alle luker med video,Nattduellen,https://trivselsleder.no/nattduellen-0,full-adresse,15373,game,ja,ja
